Region;Period;Cause_death;Sex;Age.Group;Obitos_1;Obitos_2;Pop1;Pop2
South;2019/2021;External_causes;Male;15;1131;989;1101697;1068333
South;2019/2021;Infec_parasit;Male;15;16;22;1101697;1068333
South;2019/2021;Neoplasms;Male;15;66;56;1101697;1068333
South;2019/2021;Pregnancy;Male;15;0;0;1101697;1068333
South;2019/2021;Respiratory;Male;15;25;21;1101697;1068333
South;2019/2021;Undefined;Male;15;31;33;1101697;1068333
South;2019/2021;All_causes;Male;20;2333;2479;1183183;1168816
South;2019/2021;All_other_causes;Male;20;162;127;1183183;1168816
South;2019/2021;Circulatory;Male;20;58;59;1183183;1168816
South;2019/2021;Covid;Male;20;0;160;1183183;1168816
South;2019/2021;External_causes;Male;20;1855;1870;1183183;1168816
South;2019/2021;Infec_parasit;Male;20;63;76;1183183;1168816
South;2019/2021;Neoplasms;Male;20;92;90;1183183;1168816
South;2019/2021;Pregnancy;Male;20;0;0;1183183;1168816
South;2019/2021;Respiratory;Male;20;36;28;1183183;1168816
South;2019/2021;Undefined;Male;20;67;69;1183183;1168816
South;2019/2021;All_causes;Male;25;2266;2793;1179882;1193750
South;2019/2021;All_other_causes;Male;25;184;222;1179882;1193750
South;2019/2021;Circulatory;Male;25;93;102;1179882;1193750
South;2019/2021;Covid;Male;25;0;388;1179882;1193750
South;2019/2021;External_causes;Male;25;1615;1705;1179882;1193750
South;2019/2021;Infec_parasit;Male;25;106;109;1179882;1193750
South;2019/2021;Neoplasms;Male;25;129;124;1179882;1193750
South;2019/2021;Pregnancy;Male;25;0;0;1179882;1193750
South;2019/2021;Respiratory;Male;25;50;50;1179882;1193750
South;2019/2021;Undefined;Male;25;89;93;1179882;1193750
South;2019/2021;All_causes;Male;30;2357;3433;1181437;1178083
South;2019/2021;All_other_causes;Male;30;270;324;1181437;1178083
South;2019/2021;Circulatory;Male;30;133;155;1181437;1178083
South;2019/2021;Covid;Male;30;0;818;1181437;1178083
South;2019/2021;External_causes;Male;30;1440;1621;1181437;1178083
South;2019/2021;Infec_parasit;Male;30;159;168;1181437;1178083
South;2019/2021;Neoplasms;Male;30;167;172;1181437;1178083
South;2019/2021;Pregnancy;Male;30;0;0;1181437;1178083
South;2019/2021;Respiratory;Male;30;78;57;1181437;1178083
South;2019/2021;Undefined;Male;30;110;118;1181437;1178083
South;2019/2021;All_causes;Male;35;2769;4379;1165530;1181871
South;2019/2021;All_other_causes;Male;35;414;519;1165530;1181871
South;2019/2021;Circulatory;Male;35;268;296;1165530;1181871
South;2019/2021;Covid;Male;35;0;1331;1165530;1181871
South;2019/2021;External_causes;Male;35;1350;1482;1165530;1181871
South;2019/2021;Infec_parasit;Male;35;244;247;1165530;1181871
South;2019/2021;Neoplasms;Male;35;238;259;1165530;1181871
South;2019/2021;Pregnancy;Male;35;0;0;1165530;1181871
South;2019/2021;Respiratory;Male;35;99;90;1165530;1181871
South;2019/2021;Undefined;Male;35;156;155;1165530;1181871
South;2019/2021;All_causes;Male;40;3329;5730;1050762;1107191
South;2019/2021;All_other_causes;Male;40;629;703;1050762;1107191
South;2019/2021;Circulatory;Male;40;443;502;1050762;1107191
South;2019/2021;Covid;Male;40;0;2068;1050762;1107191
South;2019/2021;External_causes;Male;40;1221;1313;1050762;1107191
South;2019/2021;Infec_parasit;Male;40;311;351;1050762;1107191
South;2019/2021;Neoplasms;Male;40;400;414;1050762;1107191
South;2019/2021;Pregnancy;Male;40;0;0;1050762;1107191
South;2019/2021;Respiratory;Male;40;148;163;1050762;1107191
South;2019/2021;Undefined;Male;40;177;216;1050762;1107191
South;2019/2021;All_causes;Male;45;4303;7448;963645;976878
South;2019/2021;All_other_causes;Male;45;916;1046;963645;976878
South;2019/2021;Circulatory;Male;45;766;870;963645;976878
South;2019/2021;Covid;Male;45;0;2779;963645;976878
South;2019/2021;External_causes;Male;45;1119;1185;963645;976878
South;2019/2021;Infec_parasit;Male;45;348;341;963645;976878
South;2019/2021;Neoplasms;Male;45;703;771;963645;976878
South;2019/2021;Pregnancy;Male;45;0;0;963645;976878
South;2019/2021;Respiratory;Male;45;217;183;963645;976878
South;2019/2021;Undefined;Male;45;234;273;963645;976878
South;2019/2021;All_causes;Male;5;154;145;987896;1022491
South;2019/2021;All_other_causes;Male;5;41;40;987896;1022491
South;2019/2021;Circulatory;Male;5;7;3;987896;1022491
South;2019/2021;Covid;Male;5;0;5;987896;1022491
South;2019/2021;External_causes;Male;5;47;44;987896;1022491
South;2019/2021;Infec_parasit;Male;5;8;7;987896;1022491
South;2019/2021;Neoplasms;Male;5;35;35;987896;1022491
South;2019/2021;Pregnancy;Male;5;0;0;987896;1022491
South;2019/2021;Respiratory;Male;5;14;8;987896;1022491
South;2019/2021;Undefined;Male;5;2;3;987896;1022491
South;2019/2021;All_causes;Male;50;6269;10093;936583;935758
South;2019/2021;All_other_causes;Male;50;1334;1543;936583;935758
South;2019/2021;Circulatory;Male;50;1410;1376;936583;935758
South;2019/2021;Covid;Male;50;0;3679;936583;935758
South;2019/2021;External_causes;Male;50;1074;1095;936583;935758
South;2019/2021;Infec_parasit;Male;50;365;422;936583;935758
South;2019/2021;Neoplasms;Male;50;1431;1293;936583;935758
South;2019/2021;Pregnancy;Male;50;0;0;936583;935758
South;2019/2021;Respiratory;Male;50;341;334;936583;935758
South;2019/2021;Undefined;Male;50;314;351;936583;935758
South;2019/2021;All_causes;Male;55;8711;13930;856902;883103
South;2019/2021;All_other_causes;Male;55;1842;2154;856902;883103
South;2019/2021;Circulatory;Male;55;2115;2256;856902;883103
South;2019/2021;Covid;Male;55;0;4700;856902;883103
South;2019/2021;External_causes;Male;55;958;1016;856902;883103
South;2019/2021;Infec_parasit;Male;55;383;442;856902;883103
South;2019/2021;Neoplasms;Male;55;2442;2281;856902;883103
South;2019/2021;Pregnancy;Male;55;0;0;856902;883103
South;2019/2021;Respiratory;Male;55;599;573;856902;883103
South;2019/2021;Undefined;Male;55;372;508;856902;883103
South;2019/2021;All_causes;Male;60;10969;16233;707287;747489
South;2019/2021;All_other_causes;Male;60;2098;2455;707287;747489
South;2019/2021;Circulatory;Male;60;3033;3104;707287;747489
South;2019/2021;Covid;Male;60;0;4788;707287;747489
South;2019/2021;External_causes;Male;60;816;849;707287;747489
South;2019/2021;Infec_parasit;Male;60;381;442;707287;747489
South;2019/2021;Neoplasms;Male;60;3185;3173;707287;747489
South;2019/2021;Pregnancy;Male;60;0;0;707287;747489
South;2019/2021;Respiratory;Male;60;1019;872;707287;747489
South;2019/2021;Undefined;Male;60;437;550;707287;747489
South;2019/2021;All_causes;Male;65;12378;18507;543523;581642
South;2019/2021;All_other_causes;Male;65;2472;2723;543523;581642
South;2019/2021;Circulatory;Male;65;3542;3874;543523;581642
South;2019/2021;Covid;Male;65;0;5272;543523;581642
South;2019/2021;External_causes;Male;65;681;742;543523;581642
South;2019/2021;Infec_parasit;Male;65;385;459;543523;581642
South;2019/2021;Neoplasms;Male;65;3550;3751;543523;581642
South;2019/2021;Pregnancy;Male;65;0;0;543523;581642
South;2019/2021;Respiratory;Male;65;1313;1168;543523;581642
South;2019/2021;Undefined;Male;65;435;518;543523;581642
South;2019/2021;All_causes;Male;70;13153;18931;381188;415683
South;2019/2021;All_other_causes;Male;70;2527;2830;381188;415683
South;2019/2021;Circulatory;Male;70;3902;4296;381188;415683
South;2019/2021;Covid;Male;70;0;5190;381188;415683
South;2019/2021;External_causes;Male;70;517;613;381188;415683
South;2019/2021;Infec_parasit;Male;70;371;410;381188;415683
South;2019/2021;Neoplasms;Male;70;3725;3704;381188;415683
South;2019/2021;Pregnancy;Male;70;0;0;381188;415683
South;2019/2021;Respiratory;Male;70;1724;1379;381188;415683
South;2019/2021;Undefined;Male;70;387;509;381188;415683
South;2019/2021;All_causes;Male;75;12962;17758;239291;261095
South;2019/2021;All_other_causes;Male;75;2622;2986;239291;261095
South;2019/2021;Circulatory;Male;75;4091;4240;239291;261095
South;2019/2021;Covid;Male;75;0;4397;239291;261095
South;2019/2021;External_causes;Male;75;525;528;239291;261095
South;2019/2021;Infec_parasit;Male;75;327;336;239291;261095
South;2019/2021;Neoplasms;Male;75;3091;3202;239291;261095
South;2019/2021;Pregnancy;Male;75;0;0;239291;261095
South;2019/2021;Respiratory;Male;75;1932;1542;239291;261095
South;2019/2021;Undefined;Male;75;374;527;239291;261095
South;2019/2021;All_causes;Male;80;11688;15431;140189;149889
South;2019/2021;All_other_causes;Male;80;2477;2824;140189;149889
South;2019/2021;Circulatory;Male;80;3675;3940;140189;149889
South;2019/2021;Covid;Male;80;0;3299;140189;149889
South;2019/2021;External_causes;Male;80;430;428;140189;149889
South;2019/2021;Infec_parasit;Male;80;284;324;140189;149889
South;2019/2021;Neoplasms;Male;80;2432;2629;140189;149889
South;2019/2021;Pregnancy;Male;80;0;0;140189;149889
South;2019/2021;Respiratory;Male;80;2049;1574;140189;149889
South;2019/2021;Undefined;Male;80;341;413;140189;149889
South;2019/2021;All_causes;Male;85;14824;19220;64311;69615
South;2019/2021;All_other_causes;Male;85;3536;4059;64311;69615
South;2019/2021;Circulatory;Male;85;4575;5232;64311;69615
South;2019/2021;Covid;Male;85;0;3248;64311;69615
South;2019/2021;External_causes;Male;85;547;631;64311;69615
South;2019/2021;Infec_parasit;Male;85;360;385;64311;69615
South;2019/2021;Neoplasms;Male;85;2225;2471;64311;69615
South;2019/2021;Pregnancy;Male;85;0;0;64311;69615
South;2019/2021;Respiratory;Male;85;3046;2458;64311;69615
South;2019/2021;Undefined;Male;85;535;736;64311;69615
South;2019/2022;All_causes;Female;0;1773;1669;189985;175423
South;2019/2022;All_other_causes;Female;0;1547;1418;189985;175423
South;2019/2022;Circulatory;Female;0;17;15;189985;175423
South;2019/2022;Covid;Female;0;0;15;189985;175423
South;2019/2022;External_causes;Female;0;61;77;189985;175423
South;2019/2022;Infec_parasit;Female;0;34;39;189985;175423
South;2019/2022;Neoplasms;Female;0;9;10;189985;175423
South;2019/2022;Pregnancy;Female;0;0;0;189985;175423
South;2019/2022;Respiratory;Female;0;48;53;189985;175423
South;2019/2022;Undefined;Female;0;57;42;189985;175423
South;2019/2022;All_causes;Female;1;292;357;778788;753994
South;2019/2022;All_other_causes;Female;1;102;146;778788;753994
South;2019/2022;Circulatory;Female;1;15;9;778788;753994
South;2019/2022;Covid;Female;1;0;23;778788;753994
South;2019/2022;External_causes;Female;1;65;75;778788;753994
South;2019/2022;Infec_parasit;Female;1;13;17;778788;753994
South;2019/2022;Neoplasms;Female;1;46;35;778788;753994
South;2019/2022;Pregnancy;Female;1;0;0;778788;753994
South;2019/2022;Respiratory;Female;1;39;43;778788;753994
South;2019/2022;Undefined;Female;1;12;9;778788;753994
South;2019/2022;All_causes;Female;10;212;198;957313;942146
South;2019/2022;All_other_causes;Female;10;62;64;957313;942146
South;2019/2022;Circulatory;Female;10;9;6;957313;942146
South;2019/2022;Covid;Female;10;0;3;957313;942146
South;2019/2022;External_causes;Female;10;72;59;957313;942146
South;2019/2022;Infec_parasit;Female;10;12;10;957313;942146
South;2019/2022;Neoplasms;Female;10;38;36;957313;942146
South;2019/2022;Pregnancy;Female;10;0;0;957313;942146
South;2019/2022;Respiratory;Female;10;10;10;957313;942146
South;2019/2022;Undefined;Female;10;9;10;957313;942146
South;2019/2022;All_causes;Female;15;421;401;1060872;1005361
South;2019/2022;All_other_causes;Female;15;112;110;1060872;1005361
South;2019/2022;Circulatory;Female;15;22;14;1060872;1005361
South;2019/2022;Covid;Female;15;0;15;1060872;1005361
South;2019/2022;External_causes;Female;15;185;167;1060872;1005361
South;2019/2022;Infec_parasit;Female;15;16;14;1060872;1005361
South;2019/2022;Neoplasms;Female;15;46;29;1060872;1005361
South;2019/2022;Pregnancy;Female;15;16;13;1060872;1005361
South;2019/2022;Respiratory;Female;15;8;24;1060872;1005361
South;2019/2022;Undefined;Female;15;16;15;1060872;1005361
South;2019/2022;All_causes;Female;20;541;658;1161890;1123033
South;2019/2022;All_other_causes;Female;20;89;136;1161890;1123033
South;2019/2022;Circulatory;Female;20;32;42;1161890;1123033
South;2019/2022;Covid;Female;20;1;22;1161890;1123033
South;2019/2022;External_causes;Female;20;246;268;1161890;1123033
South;2019/2022;Infec_parasit;Female;20;39;35;1161890;1123033
South;2019/2022;Neoplasms;Female;20;53;75;1161890;1123033
South;2019/2022;Pregnancy;Female;20;28;38;1161890;1123033
South;2019/2022;Respiratory;Female;20;29;20;1161890;1123033
South;2019/2022;Undefined;Female;20;24;22;1161890;1123033
South;2019/2022;All_causes;Female;25;662;820;1176018;1187484
South;2019/2022;All_other_causes;Female;25;127;162;1176018;1187484
South;2019/2022;Circulatory;Female;25;50;73;1176018;1187484
South;2019/2022;Covid;Female;25;0;17;1176018;1187484
South;2019/2022;External_causes;Female;25;226;278;1176018;1187484
South;2019/2022;Infec_parasit;Female;25;52;64;1176018;1187484
South;2019/2022;Neoplasms;Female;25;107;123;1176018;1187484
South;2019/2022;Pregnancy;Female;25;31;37;1176018;1187484
South;2019/2022;Respiratory;Female;25;45;38;1176018;1187484
South;2019/2022;Undefined;Female;25;24;28;1176018;1187484
South;2019/2022;All_causes;Female;30;918;1016;1184790;1180812
South;2019/2022;All_other_causes;Female;30;158;197;1184790;1180812
South;2019/2022;Circulatory;Female;30;82;90;1184790;1180812
South;2019/2022;Covid;Female;30;0;22;1184790;1180812
South;2019/2022;External_causes;Female;30;207;261;1184790;1180812
South;2019/2022;Infec_parasit;Female;30;95;82;1184790;1180812
South;2019/2022;Neoplasms;Female;30;266;259;1184790;1180812
South;2019/2022;Pregnancy;Female;30;34;31;1184790;1180812
South;2019/2022;Respiratory;Female;30;39;32;1184790;1180812
South;2019/2022;Undefined;Female;30;37;42;1184790;1180812
South;2019/2022;All_causes;Female;35;1369;1516;1193180;1200619
South;2019/2022;All_other_causes;Female;35;255;271;1193180;1200619
South;2019/2022;Circulatory;Female;35;191;197;1193180;1200619
South;2019/2022;Covid;Female;35;0;55;1193180;1200619
South;2019/2022;External_causes;Female;35;234;262;1193180;1200619
South;2019/2022;Infec_parasit;Female;35;151;134;1193180;1200619
South;2019/2022;Neoplasms;Female;35;404;446;1193180;1200619
South;2019/2022;Pregnancy;Female;35;31;31;1193180;1200619
South;2019/2022;Respiratory;Female;35;50;71;1193180;1200619
South;2019/2022;Undefined;Female;35;53;49;1193180;1200619
South;2019/2022;All_causes;Female;40;1815;2174;1094506;1174502
South;2019/2022;All_other_causes;Female;40;328;389;1094506;1174502
South;2019/2022;Circulatory;Female;40;281;387;1094506;1174502
South;2019/2022;Covid;Female;40;1;76;1094506;1174502
South;2019/2022;External_causes;Female;40;226;267;1094506;1174502
South;2019/2022;Infec_parasit;Female;40;152;189;1094506;1174502
South;2019/2022;Neoplasms;Female;40;652;690;1094506;1174502
South;2019/2022;Pregnancy;Female;40;16;27;1094506;1174502
South;2019/2022;Respiratory;Female;40;86;92;1094506;1174502
South;2019/2022;Undefined;Female;40;73;57;1094506;1174502
South;2019/2022;All_causes;Female;45;2582;2838;1020054;1044816
South;2019/2022;All_other_causes;Female;45;494;545;1020054;1044816
South;2019/2022;Circulatory;Female;45;519;568;1020054;1044816
South;2019/2022;Covid;Female;45;0;104;1020054;1044816
South;2019/2022;External_causes;Female;45;229;241;1020054;1044816
South;2019/2022;Infec_parasit;Female;45;159;189;1020054;1044816
South;2019/2022;Neoplasms;Female;45;917;942;1020054;1044816
South;2019/2022;Pregnancy;Female;45;3;0;1020054;1044816
South;2019/2022;Respiratory;Female;45;171;147;1020054;1044816
South;2019/2022;Undefined;Female;45;90;102;1020054;1044816
South;2019/2022;All_causes;Female;5;136;136;941582;982467
South;2019/2022;All_other_causes;Female;5;51;40;941582;982467
South;2019/2022;Circulatory;Female;5;11;6;941582;982467
South;2019/2022;Covid;Female;5;0;8;941582;982467
South;2019/2022;External_causes;Female;5;24;25;941582;982467
South;2019/2022;Infec_parasit;Female;5;5;4;941582;982467
South;2019/2022;Neoplasms;Female;5;37;34;941582;982467
South;2019/2022;Pregnancy;Female;5;0;0;941582;982467
South;2019/2022;Respiratory;Female;5;5;13;941582;982467
South;2019/2022;Undefined;Female;5;3;6;941582;982467
South;2019/2022;All_causes;Female;50;3683;3936;1016862;1011293
South;2019/2022;All_other_causes;Female;50;699;773;1016862;1011293
South;2019/2022;Circulatory;Female;50;770;823;1016862;1011293
South;2019/2022;Covid;Female;50;0;163;1016862;1011293
South;2019/2022;External_causes;Female;50;206;251;1016862;1011293
South;2019/2022;Infec_parasit;Female;50;198;194;1016862;1011293
South;2019/2022;Neoplasms;Female;50;1424;1344;1016862;1011293
South;2019/2022;Pregnancy;Female;50;0;0;1016862;1011293
South;2019/2022;Respiratory;Female;50;272;284;1016862;1011293
South;2019/2022;Undefined;Female;50;114;104;1016862;1011293
South;2019/2022;All_causes;Female;55;5145;5629;950303;990885
South;2019/2022;All_other_causes;Female;55;1010;1055;950303;990885
South;2019/2022;Circulatory;Female;55;1158;1302;950303;990885
South;2019/2022;Covid;Female;55;0;212;950303;990885
South;2019/2022;External_causes;Female;55;233;257;950303;990885
South;2019/2022;Infec_parasit;Female;55;191;217;950303;990885
South;2019/2022;Neoplasms;Female;55;1929;1933;950303;990885
South;2019/2022;Pregnancy;Female;55;0;0;950303;990885
South;2019/2022;Respiratory;Female;55;478;502;950303;990885
South;2019/2022;Undefined;Female;55;146;151;950303;990885
South;2019/2022;All_causes;Female;60;6828;7749;798629;873732
South;2019/2022;All_other_causes;Female;60;1354;1463;798629;873732
South;2019/2022;Circulatory;Female;60;1681;1890;798629;873732
South;2019/2022;Covid;Female;60;0;354;798629;873732
South;2019/2022;External_causes;Female;60;205;244;798629;873732
South;2019/2022;Infec_parasit;Female;60;239;295;798629;873732
